region,quarter,year,q,dwelling_type,price_index
The whole country,2015K1,2015,1,Total,98.3
The whole country,2015K1,2015,1,Detached houses,98.1
The whole country,2015K1,2015,1,Row houses,98.8
The whole country,2015K1,2015,1,Multi-dwelling,98.3
The whole country,2015K2,2015,2,Total,101.5
The whole country,2015K2,2015,2,Detached houses,102.1
The whole country,2015K2,2015,2,Row houses,101.3
The whole country,2015K2,2015,2,Multi-dwelling,100.3
The whole country,2015K3,2015,3,Total,101.1
The whole country,2015K3,2015,3,Detached houses,101.3
The whole country,2015K3,2015,3,Row houses,100.5
The whole country,2015K3,2015,3,Multi-dwelling,101.2
The whole country,2015K4,2015,4,Total,99.1
The whole country,2015K4,2015,4,Detached houses,98.5
The whole country,2015K4,2015,4,Row houses,99.5
The whole country,2015K4,2015,4,Multi-dwelling,100.3
The whole country,2016K1,2016,1,Total,102.8
The whole country,2016K1,2016,1,Detached houses,102.2
The whole country,2016K1,2016,1,Row houses,103.3
The whole country,2016K1,2016,1,Multi-dwelling,104.2
The whole country,2016K2,2016,2,Total,107.1
The whole country,2016K2,2016,2,Detached houses,106.5
The whole country,2016K2,2016,2,Row houses,106.8
The whole country,2016K2,2016,2,Multi-dwelling,108.7
The whole country,2016K3,2016,3,Total,109.1
The whole country,2016K3,2016,3,Detached houses,106.9
The whole country,2016K3,2016,3,Row houses,109.6
The whole country,2016K3,2016,3,Multi-dwelling,114.0
The whole country,2016K4,2016,4,Total,109.1
The whole country,2016K4,2016,4,Detached houses,106.0
The whole country,2016K4,2016,4,Row houses,109.3
The whole country,2016K4,2016,4,Multi-dwelling,116.2
The whole country,2017K1,2017,1,Total,113.2
The whole country,2017K1,2017,1,Detached houses,109.8
The whole country,2017K1,2017,1,Row houses,113.6
The whole country,2017K1,2017,1,Multi-dwelling,121.0
The whole country,2017K2,2017,2,Total,114.5
The whole country,2017K2,2017,2,Detached houses,112.4
The whole country,2017K2,2017,2,Row houses,114.7
The whole country,2017K2,2017,2,Multi-dwelling,119.2
The whole country,2017K3,2017,3,Total,111.8
The whole country,2017K3,2017,3,Detached houses,110.0
The whole country,2017K3,2017,3,Row houses,112.4
The whole country,2017K3,2017,3,Multi-dwelling,115.5
The whole country,2017K4,2017,4,Total,109.9
The whole country,2017K4,2017,4,Detached houses,108.3
The whole country,2017K4,2017,4,Row houses,110.4
The whole country,2017K4,2017,4,Multi-dwelling,112.7
The whole country,2018K1,2018,1,Total,112.0
The whole country,2018K1,2018,1,Detached houses,110.2
The whole country,2018K1,2018,1,Row houses,112.5
The whole country,2018K1,2018,1,Multi-dwelling,115.4
The whole country,2018K2,2018,2,Total,116.4
The whole country,2018K2,2018,2,Detached houses,115.2
The whole country,2018K2,2018,2,Row houses,116.6
The whole country,2018K2,2018,2,Multi-dwelling,119.2
The whole country,2018K3,2018,3,Total,115.1
The whole country,2018K3,2018,3,Detached houses,113.0
The whole country,2018K3,2018,3,Row houses,115.5
The whole country,2018K3,2018,3,Multi-dwelling,119.3
The whole country,2018K4,2018,4,Total,112.4
The whole country,2018K4,2018,4,Detached houses,109.8
The whole country,2018K4,2018,4,Row houses,113.4
The whole country,2018K4,2018,4,Multi-dwelling,117.4
The whole country,2019K1,2019,1,Total,115.4
The whole country,2019K1,2019,1,Detached houses,113.2
The whole country,2019K1,2019,1,Row houses,115.9
The whole country,2019K1,2019,1,Multi-dwelling,120.0
The whole country,2019K2,2019,2,Total,118.7
The whole country,2019K2,2019,2,Detached houses,117.3
The whole country,2019K2,2019,2,Row houses,118.3
The whole country,2019K2,2019,2,Multi-dwelling,122.3
The whole country,2019K3,2019,3,Total,117.8
The whole country,2019K3,2019,3,Detached houses,115.8
The whole country,2019K3,2019,3,Row houses,117.8
The whole country,2019K3,2019,3,Multi-dwelling,122.4
The whole country,2019K4,2019,4,Total,115.3
The whole country,2019K4,2019,4,Detached houses,112.7
The whole country,2019K4,2019,4,Row houses,115.4
The whole country,2019K4,2019,4,Multi-dwelling,121.0
The whole country,2020K1,2020,1,Total,117.6
The whole country,2020K1,2020,1,Detached houses,114.3
The whole country,2020K1,2020,1,Row houses,118.8
The whole country,2020K1,2020,1,Multi-dwelling,123.8
The whole country,2020K2,2020,2,Total,121.9
The whole country,2020K2,2020,2,Detached houses,120.5
The whole country,2020K2,2020,2,Row houses,121.4
The whole country,2020K2,2020,2,Multi-dwelling,125.5
The whole country,2020K3,2020,3,Total,123.6
The whole country,2020K3,2020,3,Detached houses,120.8
The whole country,2020K3,2020,3,Row houses,124.0
The whole country,2020K3,2020,3,Multi-dwelling,129.4
The whole country,2020K4,2020,4,Total,124.0
The whole country,2020K4,2020,4,Detached houses,120.9
The whole country,2020K4,2020,4,Row houses,123.8
The whole country,2020K4,2020,4,Multi-dwelling,131.3
The whole country,2021K1,2021,1,Total,130.7
The whole country,2021K1,2021,1,Detached houses,127.1
The whole country,2021K1,2021,1,Row houses,130.9
The whole country,2021K1,2021,1,Multi-dwelling,138.6
The whole country,2021K2,2021,2,Total,137.0
The whole country,2021K2,2021,2,Detached houses,136.1
The whole country,2021K2,2021,2,Row houses,136.4
The whole country,2021K2,2021,2,Multi-dwelling,139.8
The whole country,2021K3,2021,3,Total,136.5
The whole country,2021K3,2021,3,Detached houses,134.6
The whole country,2021K3,2021,3,Row houses,137.5
The whole country,2021K3,2021,3,Multi-dwelling,139.8
The whole country,2021K4,2021,4,Total,133.9
The whole country,2021K4,2021,4,Detached houses,131.6
The whole country,2021K4,2021,4,Row houses,134.2
The whole country,2021K4,2021,4,Multi-dwelling,138.9
The whole country,2022K1,2022,1,Total,140.1
The whole country,2022K1,2022,1,Detached houses,136.2
The whole country,2022K1,2022,1,Row houses,142.3
The whole country,2022K1,2022,1,Multi-dwelling,146.7
The whole country,2022K2,2022,2,Total,145.7
The whole country,2022K2,2022,2,Detached houses,144.5
The whole country,2022K2,2022,2,Row houses,145.9
The whole country,2022K2,2022,2,Multi-dwelling,148.8
The whole country,2022K3,2022,3,Total,143.1
The whole country,2022K3,2022,3,Detached houses,140.5
The whole country,2022K3,2022,3,Row houses,143.1
The whole country,2022K3,2022,3,Multi-dwelling,148.9
The whole country,2022K4,2022,4,Total,137.4
The whole country,2022K4,2022,4,Detached houses,134.7
The whole country,2022K4,2022,4,Row houses,138.1
The whole country,2022K4,2022,4,Multi-dwelling,143.1
The whole country,2023K1,2023,1,Total,140.0
The whole country,2023K1,2023,1,Detached houses,136.2
The whole country,2023K1,2023,1,Row houses,141.2
The whole country,2023K1,2023,1,Multi-dwelling,147.5
The whole country,2023K2,2023,2,Total,145.5
The whole country,2023K2,2023,2,Detached houses,143.4
The whole country,2023K2,2023,2,Row houses,144.2
The whole country,2023K2,2023,2,Multi-dwelling,151.6
The whole country,2023K3,2023,3,Total,141.3
The whole country,2023K3,2023,3,Detached houses,137.7
The whole country,2023K3,2023,3,Row houses,142.1
The whole country,2023K3,2023,3,Multi-dwelling,148.5
The whole country,2023K4,2023,4,Total,136.4
The whole country,2023K4,2023,4,Detached houses,132.2
The whole country,2023K4,2023,4,Row houses,136.8
The whole country,2023K4,2023,4,Multi-dwelling,145.4
The whole country,2024K1,2024,1,Total,141.7
The whole country,2024K1,2024,1,Detached houses,137.3
The whole country,2024K1,2024,1,Row houses,142.5
The whole country,2024K1,2024,1,Multi-dwelling,150.6
The whole country,2024K2,2024,2,Total,147.7
The whole country,2024K2,2024,2,Detached houses,144.5
The whole country,2024K2,2024,2,Row houses,146.9
The whole country,2024K2,2024,2,Multi-dwelling,155.6
The whole country,2024K3,2024,3,Total,145.9
The whole country,2024K3,2024,3,Detached houses,141.6
The whole country,2024K3,2024,3,Row houses,146.2
The whole country,2024K3,2024,3,Multi-dwelling,155.1
The whole country,2024K4,2024,4,Total,143.0
The whole country,2024K4,2024,4,Detached houses,137.4
The whole country,2024K4,2024,4,Row houses,144.3
The whole country,2024K4,2024,4,Multi-dwelling,154.3
The whole country,2025K1,2025,1,Total,150.9
The whole country,2025K1,2025,1,Detached houses,145.2
The whole country,2025K1,2025,1,Row houses,150.9
The whole country,2025K1,2025,1,Multi-dwelling,163.5
The whole country,2025K2,2025,2,Total,154.4
The whole country,2025K2,2025,2,Detached houses,150.2
The whole country,2025K2,2025,2,Row houses,154.6
The whole country,2025K2,2025,2,Multi-dwelling,163.6
The whole country,2025K3,2025,3,Total,153.2
The whole country,2025K3,2025,3,Detached houses,148.5
The whole country,2025K3,2025,3,Row houses,153.7
The whole country,2025K3,2025,3,Multi-dwelling,163.3
The whole country,2025K4,2025,4,Total,151.5
The whole country,2025K4,2025,4,Detached houses,146.1
The whole country,2025K4,2025,4,Row houses,152.9
The whole country,2025K4,2025,4,Multi-dwelling,162.1
The whole country,2026K1,2026,1,Total,156.7
The whole country,2026K1,2026,1,Detached houses,151.5
The whole country,2026K1,2026,1,Row houses,157.7
The whole country,2026K1,2026,1,Multi-dwelling,167.1
Oslo including Bærum,2015K1,2015,1,Total,97.4
Oslo including Bærum,2015K1,2015,1,Detached houses,97.8
Oslo including Bærum,2015K1,2015,1,Row houses,97.7
Oslo including Bærum,2015K1,2015,1,Multi-dwelling,97.0
Oslo including Bærum,2015K2,2015,2,Total,100.0
Oslo including Bærum,2015K2,2015,2,Detached houses,100.6
Oslo including Bærum,2015K2,2015,2,Row houses,99.9
Oslo including Bærum,2015K2,2015,2,Multi-dwelling,99.7
Oslo including Bærum,2015K3,2015,3,Total,101.6
Oslo including Bærum,2015K3,2015,3,Detached houses,101.9
Oslo including Bærum,2015K3,2015,3,Row houses,100.8
Oslo including Bærum,2015K3,2015,3,Multi-dwelling,101.9
Oslo including Bærum,2015K4,2015,4,Total,101.0
Oslo including Bærum,2015K4,2015,4,Detached houses,99.7
Oslo including Bærum,2015K4,2015,4,Row houses,101.6
Oslo including Bærum,2015K4,2015,4,Multi-dwelling,101.4
Oslo including Bærum,2016K1,2016,1,Total,106.5
Oslo including Bærum,2016K1,2016,1,Detached houses,106.8
Oslo including Bærum,2016K1,2016,1,Row houses,105.4
Oslo including Bærum,2016K1,2016,1,Multi-dwelling,106.9
Oslo including Bærum,2016K2,2016,2,Total,112.7
Oslo including Bærum,2016K2,2016,2,Detached houses,112.5
Oslo including Bærum,2016K2,2016,2,Row houses,111.1
Oslo including Bærum,2016K2,2016,2,Multi-dwelling,113.3
Oslo including Bærum,2016K3,2016,3,Total,119.9
Oslo including Bærum,2016K3,2016,3,Detached houses,114.9
Oslo including Bærum,2016K3,2016,3,Row houses,118.9
Oslo including Bærum,2016K3,2016,3,Multi-dwelling,122.0
Oslo including Bærum,2016K4,2016,4,Total,122.9
Oslo including Bærum,2016K4,2016,4,Detached houses,116.9
Oslo including Bærum,2016K4,2016,4,Row houses,120.0
Oslo including Bærum,2016K4,2016,4,Multi-dwelling,126.1
Oslo including Bærum,2017K1,2017,1,Total,128.9
Oslo including Bærum,2017K1,2017,1,Detached houses,124.7
Oslo including Bærum,2017K1,2017,1,Row houses,125.4
Oslo including Bærum,2017K1,2017,1,Multi-dwelling,131.5
Oslo including Bærum,2017K2,2017,2,Total,127.4
Oslo including Bærum,2017K2,2017,2,Detached houses,125.9
Oslo including Bærum,2017K2,2017,2,Row houses,127.6
Oslo including Bærum,2017K2,2017,2,Multi-dwelling,127.3
Oslo including Bærum,2017K3,2017,3,Total,122.2
Oslo including Bærum,2017K3,2017,3,Detached houses,121.3
Oslo including Bærum,2017K3,2017,3,Row houses,122.9
Oslo including Bærum,2017K3,2017,3,Multi-dwelling,121.5
Oslo including Bærum,2017K4,2017,4,Total,119.2
Oslo including Bærum,2017K4,2017,4,Detached houses,118.5
Oslo including Bærum,2017K4,2017,4,Row houses,121.1
Oslo including Bærum,2017K4,2017,4,Multi-dwelling,117.9
Oslo including Bærum,2018K1,2018,1,Total,122.6
Oslo including Bærum,2018K1,2018,1,Detached houses,123.1
Oslo including Bærum,2018K1,2018,1,Row houses,123.5
Oslo including Bærum,2018K1,2018,1,Multi-dwelling,121.4
Oslo including Bærum,2018K2,2018,2,Total,127.9
Oslo including Bærum,2018K2,2018,2,Detached houses,129.2
Oslo including Bærum,2018K2,2018,2,Row houses,128.5
Oslo including Bærum,2018K2,2018,2,Multi-dwelling,126.4
Oslo including Bærum,2018K3,2018,3,Total,127.1
Oslo including Bærum,2018K3,2018,3,Detached houses,127.0
Oslo including Bærum,2018K3,2018,3,Row houses,126.7
Oslo including Bærum,2018K3,2018,3,Multi-dwelling,126.7
Oslo including Bærum,2018K4,2018,4,Total,124.5
Oslo including Bærum,2018K4,2018,4,Detached houses,123.8
Oslo including Bærum,2018K4,2018,4,Row houses,123.4
Oslo including Bærum,2018K4,2018,4,Multi-dwelling,124.6
Oslo including Bærum,2019K1,2019,1,Total,128.3
Oslo including Bærum,2019K1,2019,1,Detached houses,129.1
Oslo including Bærum,2019K1,2019,1,Row houses,128.4
Oslo including Bærum,2019K1,2019,1,Multi-dwelling,127.2
Oslo including Bærum,2019K2,2019,2,Total,131.3
Oslo including Bærum,2019K2,2019,2,Detached houses,132.4
Oslo including Bærum,2019K2,2019,2,Row houses,131.1
Oslo including Bærum,2019K2,2019,2,Multi-dwelling,130.1
Oslo including Bærum,2019K3,2019,3,Total,131.8
Oslo including Bærum,2019K3,2019,3,Detached houses,132.3
Oslo including Bærum,2019K3,2019,3,Row houses,132.3
Oslo including Bærum,2019K3,2019,3,Multi-dwelling,130.5
Oslo including Bærum,2019K4,2019,4,Total,130.2
Oslo including Bærum,2019K4,2019,4,Detached houses,132.8
Oslo including Bærum,2019K4,2019,4,Row houses,128.6
Oslo including Bærum,2019K4,2019,4,Multi-dwelling,129.1
Oslo including Bærum,2020K1,2020,1,Total,132.2
Oslo including Bærum,2020K1,2020,1,Detached houses,130.7
Oslo including Bærum,2020K1,2020,1,Row houses,130.9
Oslo including Bærum,2020K1,2020,1,Multi-dwelling,132.5
Oslo including Bærum,2020K2,2020,2,Total,136.1
Oslo including Bærum,2020K2,2020,2,Detached houses,139.4
Oslo including Bærum,2020K2,2020,2,Row houses,135.2
Oslo including Bærum,2020K2,2020,2,Multi-dwelling,134.3
Oslo including Bærum,2020K3,2020,3,Total,138.2
Oslo including Bærum,2020K3,2020,3,Detached houses,136.1
Oslo including Bærum,2020K3,2020,3,Row houses,135.8
Oslo including Bærum,2020K3,2020,3,Multi-dwelling,139.2
Oslo including Bærum,2020K4,2020,4,Total,142.6
Oslo including Bærum,2020K4,2020,4,Detached houses,146.1
Oslo including Bærum,2020K4,2020,4,Row houses,138.2
Oslo including Bærum,2020K4,2020,4,Multi-dwelling,142.4
Oslo including Bærum,2021K1,2021,1,Total,150.5
Oslo including Bærum,2021K1,2021,1,Detached houses,148.2
Oslo including Bærum,2021K1,2021,1,Row houses,147.6
Oslo including Bærum,2021K1,2021,1,Multi-dwelling,151.7
Oslo including Bærum,2021K2,2021,2,Total,153.9
Oslo including Bærum,2021K2,2021,2,Detached houses,156.2
Oslo including Bærum,2021K2,2021,2,Row houses,156.2
Oslo including Bærum,2021K2,2021,2,Multi-dwelling,151.0
Oslo including Bærum,2021K3,2021,3,Total,152.7
Oslo including Bærum,2021K3,2021,3,Detached houses,153.1
Oslo including Bærum,2021K3,2021,3,Row houses,154.9
Oslo including Bærum,2021K3,2021,3,Multi-dwelling,150.5
Oslo including Bærum,2021K4,2021,4,Total,151.2
Oslo including Bærum,2021K4,2021,4,Detached houses,155.1
Oslo including Bærum,2021K4,2021,4,Row houses,150.0
Oslo including Bærum,2021K4,2021,4,Multi-dwelling,149.3
Oslo including Bærum,2022K1,2022,1,Total,159.4
Oslo including Bærum,2022K1,2022,1,Detached houses,156.2
Oslo including Bærum,2022K1,2022,1,Row houses,161.3
Oslo including Bærum,2022K1,2022,1,Multi-dwelling,158.7
Oslo including Bærum,2022K2,2022,2,Total,162.7
Oslo including Bærum,2022K2,2022,2,Detached houses,162.8
Oslo including Bærum,2022K2,2022,2,Row houses,164.5
Oslo including Bærum,2022K2,2022,2,Multi-dwelling,160.8
Oslo including Bærum,2022K3,2022,3,Total,160.1
Oslo including Bærum,2022K3,2022,3,Detached houses,157.6
Oslo including Bærum,2022K3,2022,3,Row houses,158.3
Oslo including Bærum,2022K3,2022,3,Multi-dwelling,160.8
Oslo including Bærum,2022K4,2022,4,Total,153.5
Oslo including Bærum,2022K4,2022,4,Detached houses,155.4
Oslo including Bærum,2022K4,2022,4,Row houses,151.9
Oslo including Bærum,2022K4,2022,4,Multi-dwelling,152.4
Oslo including Bærum,2023K1,2023,1,Total,157.0
Oslo including Bærum,2023K1,2023,1,Detached houses,154.2
Oslo including Bærum,2023K1,2023,1,Row houses,153.3
Oslo including Bærum,2023K1,2023,1,Multi-dwelling,158.8
Oslo including Bærum,2023K2,2023,2,Total,161.6
Oslo including Bærum,2023K2,2023,2,Detached houses,158.3
Oslo including Bærum,2023K2,2023,2,Row houses,159.4
Oslo including Bærum,2023K2,2023,2,Multi-dwelling,162.9
Oslo including Bærum,2023K3,2023,3,Total,157.3
Oslo including Bærum,2023K3,2023,3,Detached houses,151.0
Oslo including Bærum,2023K3,2023,3,Row houses,154.9
Oslo including Bærum,2023K3,2023,3,Multi-dwelling,159.8
Oslo including Bærum,2023K4,2023,4,Total,153.8
Oslo including Bærum,2023K4,2023,4,Detached houses,148.9
Oslo including Bærum,2023K4,2023,4,Row houses,150.3
Oslo including Bærum,2023K4,2023,4,Multi-dwelling,156.3
Oslo including Bærum,2024K1,2024,1,Total,158.9
Oslo including Bærum,2024K1,2024,1,Detached houses,151.7
Oslo including Bærum,2024K1,2024,1,Row houses,154.9
Oslo including Bærum,2024K1,2024,1,Multi-dwelling,162.4
Oslo including Bærum,2024K2,2024,2,Total,165.6
Oslo including Bærum,2024K2,2024,2,Detached houses,160.0
Oslo including Bærum,2024K2,2024,2,Row houses,162.3
Oslo including Bærum,2024K2,2024,2,Multi-dwelling,168.2
Oslo including Bærum,2024K3,2024,3,Total,164.9
Oslo including Bærum,2024K3,2024,3,Detached houses,159.4
Oslo including Bærum,2024K3,2024,3,Row houses,161.1
Oslo including Bærum,2024K3,2024,3,Multi-dwelling,167.7
Oslo including Bærum,2024K4,2024,4,Total,162.1
Oslo including Bærum,2024K4,2024,4,Detached houses,155.3
Oslo including Bærum,2024K4,2024,4,Row houses,156.6
Oslo including Bærum,2024K4,2024,4,Multi-dwelling,166.2
Oslo including Bærum,2025K1,2025,1,Total,172.2
Oslo including Bærum,2025K1,2025,1,Detached houses,165.9
Oslo including Bærum,2025K1,2025,1,Row houses,164.4
Oslo including Bærum,2025K1,2025,1,Multi-dwelling,177.1
Oslo including Bærum,2025K2,2025,2,Total,172.7
Oslo including Bærum,2025K2,2025,2,Detached houses,165.3
Oslo including Bærum,2025K2,2025,2,Row houses,169.7
Oslo including Bærum,2025K2,2025,2,Multi-dwelling,175.7
Oslo including Bærum,2025K3,2025,3,Total,170.3
Oslo including Bærum,2025K3,2025,3,Detached houses,161.6
Oslo including Bærum,2025K3,2025,3,Row houses,165.3
Oslo including Bærum,2025K3,2025,3,Multi-dwelling,174.9
Oslo including Bærum,2025K4,2025,4,Total,169.4
Oslo including Bærum,2025K4,2025,4,Detached houses,161.1
Oslo including Bærum,2025K4,2025,4,Row houses,166.4
Oslo including Bærum,2025K4,2025,4,Multi-dwelling,172.9
Oslo including Bærum,2026K1,2026,1,Total,174.2
Oslo including Bærum,2026K1,2026,1,Detached houses,170.8
Oslo including Bærum,2026K1,2026,1,Row houses,167.9
Oslo including Bærum,2026K1,2026,1,Multi-dwelling,177.2
Stavanger,2015K1,2015,1,Total,103.3
Stavanger,2015K1,2015,1,Detached houses,102.6
Stavanger,2015K1,2015,1,Row houses,103.6
Stavanger,2015K1,2015,1,Multi-dwelling,104.5
Stavanger,2015K2,2015,2,Total,101.8
Stavanger,2015K2,2015,2,Detached houses,101.6
Stavanger,2015K2,2015,2,Row houses,102.2
Stavanger,2015K2,2015,2,Multi-dwelling,101.7
Stavanger,2015K3,2015,3,Total,99.2
Stavanger,2015K3,2015,3,Detached houses,100.6
Stavanger,2015K3,2015,3,Row houses,97.3
Stavanger,2015K3,2015,3,Multi-dwelling,98.7
Stavanger,2015K4,2015,4,Total,95.7
Stavanger,2015K4,2015,4,Detached houses,95.2
Stavanger,2015K4,2015,4,Row houses,96.8
Stavanger,2015K4,2015,4,Multi-dwelling,95.2
Stavanger,2016K1,2016,1,Total,92.7
Stavanger,2016K1,2016,1,Detached houses,91.8
Stavanger,2016K1,2016,1,Row houses,92.9
Stavanger,2016K1,2016,1,Multi-dwelling,94.6
Stavanger,2016K2,2016,2,Total,93.8
Stavanger,2016K2,2016,2,Detached houses,93.8
Stavanger,2016K2,2016,2,Row houses,94.3
Stavanger,2016K2,2016,2,Multi-dwelling,93.4
Stavanger,2016K3,2016,3,Total,93.8
Stavanger,2016K3,2016,3,Detached houses,93.3
Stavanger,2016K3,2016,3,Row houses,93.3
Stavanger,2016K3,2016,3,Multi-dwelling,96.2
Stavanger,2016K4,2016,4,Total,96.1
Stavanger,2016K4,2016,4,Detached houses,98.0
Stavanger,2016K4,2016,4,Row houses,92.8
Stavanger,2016K4,2016,4,Multi-dwelling,97.3
Stavanger,2017K1,2017,1,Total,97.7
Stavanger,2017K1,2017,1,Detached houses,97.2
Stavanger,2017K1,2017,1,Row houses,97.8
Stavanger,2017K1,2017,1,Multi-dwelling,98.9
Stavanger,2017K2,2017,2,Total,100.3
Stavanger,2017K2,2017,2,Detached houses,102.5
Stavanger,2017K2,2017,2,Row houses,97.6
Stavanger,2017K2,2017,2,Multi-dwelling,99.9
Stavanger,2017K3,2017,3,Total,96.6
Stavanger,2017K3,2017,3,Detached houses,94.5
Stavanger,2017K3,2017,3,Row houses,98.2
Stavanger,2017K3,2017,3,Multi-dwelling,99.3
Stavanger,2017K4,2017,4,Total,99.7
Stavanger,2017K4,2017,4,Detached houses,102.2
Stavanger,2017K4,2017,4,Row houses,96.6
Stavanger,2017K4,2017,4,Multi-dwelling,99.2
Stavanger,2018K1,2018,1,Total,98.0
Stavanger,2018K1,2018,1,Detached houses,97.1
Stavanger,2018K1,2018,1,Row houses,98.8
Stavanger,2018K1,2018,1,Multi-dwelling,98.8
Stavanger,2018K2,2018,2,Total,99.2
Stavanger,2018K2,2018,2,Detached houses,98.8
Stavanger,2018K2,2018,2,Row houses,99.4
Stavanger,2018K2,2018,2,Multi-dwelling,100.1
Stavanger,2018K3,2018,3,Total,97.7
Stavanger,2018K3,2018,3,Detached houses,98.2
Stavanger,2018K3,2018,3,Row houses,96.3
Stavanger,2018K3,2018,3,Multi-dwelling,99.0
Stavanger,2018K4,2018,4,Total,96.4
Stavanger,2018K4,2018,4,Detached houses,96.6
Stavanger,2018K4,2018,4,Row houses,95.2
Stavanger,2018K4,2018,4,Multi-dwelling,98.0
Stavanger,2019K1,2019,1,Total,98.2
Stavanger,2019K1,2019,1,Detached houses,98.0
Stavanger,2019K1,2019,1,Row houses,98.4
Stavanger,2019K1,2019,1,Multi-dwelling,98.4
Stavanger,2019K2,2019,2,Total,100.9
Stavanger,2019K2,2019,2,Detached houses,102.3
Stavanger,2019K2,2019,2,Row houses,99.8
Stavanger,2019K2,2019,2,Multi-dwelling,99.1
Stavanger,2019K3,2019,3,Total,98.6
Stavanger,2019K3,2019,3,Detached houses,100.0
Stavanger,2019K3,2019,3,Row houses,96.7
Stavanger,2019K3,2019,3,Multi-dwelling,98.4
Stavanger,2019K4,2019,4,Total,93.3
Stavanger,2019K4,2019,4,Detached houses,91.1
Stavanger,2019K4,2019,4,Row houses,95.7
Stavanger,2019K4,2019,4,Multi-dwelling,95.2
Stavanger,2020K1,2020,1,Total,99.4
Stavanger,2020K1,2020,1,Detached houses,100.1
Stavanger,2020K1,2020,1,Row houses,98.4
Stavanger,2020K1,2020,1,Multi-dwelling,99.4
Stavanger,2020K2,2020,2,Total,101.4
Stavanger,2020K2,2020,2,Detached houses,103.4
Stavanger,2020K2,2020,2,Row houses,99.5
Stavanger,2020K2,2020,2,Multi-dwelling,99.2
Stavanger,2020K3,2020,3,Total,103.4
Stavanger,2020K3,2020,3,Detached houses,102.3
Stavanger,2020K3,2020,3,Row houses,106.2
Stavanger,2020K3,2020,3,Multi-dwelling,102.1
Stavanger,2020K4,2020,4,Total,102.6
Stavanger,2020K4,2020,4,Detached houses,104.2
Stavanger,2020K4,2020,4,Row houses,100.4
Stavanger,2020K4,2020,4,Multi-dwelling,102.1
Stavanger,2021K1,2021,1,Total,106.4
Stavanger,2021K1,2021,1,Detached houses,106.9
Stavanger,2021K1,2021,1,Row houses,106.3
Stavanger,2021K1,2021,1,Multi-dwelling,105.4
Stavanger,2021K2,2021,2,Total,111.8
Stavanger,2021K2,2021,2,Detached houses,115.2
Stavanger,2021K2,2021,2,Row houses,108.8
Stavanger,2021K2,2021,2,Multi-dwelling,107.9
Stavanger,2021K3,2021,3,Total,113.1
Stavanger,2021K3,2021,3,Detached houses,117.4
Stavanger,2021K3,2021,3,Row houses,108.7
Stavanger,2021K3,2021,3,Multi-dwelling,109.3
Stavanger,2021K4,2021,4,Total,112.4
Stavanger,2021K4,2021,4,Detached houses,115.1
Stavanger,2021K4,2021,4,Row houses,110.9
Stavanger,2021K4,2021,4,Multi-dwelling,108.2
Stavanger,2022K1,2022,1,Total,115.3
Stavanger,2022K1,2022,1,Detached houses,117.8
Stavanger,2022K1,2022,1,Row houses,112.4
Stavanger,2022K1,2022,1,Multi-dwelling,113.4
Stavanger,2022K2,2022,2,Total,119.0
Stavanger,2022K2,2022,2,Detached houses,122.4
Stavanger,2022K2,2022,2,Row houses,116.8
Stavanger,2022K2,2022,2,Multi-dwelling,114.1
Stavanger,2022K3,2022,3,Total,116.9
Stavanger,2022K3,2022,3,Detached houses,119.0
Stavanger,2022K3,2022,3,Row houses,114.3
Stavanger,2022K3,2022,3,Multi-dwelling,115.5
Stavanger,2022K4,2022,4,Total,113.8
Stavanger,2022K4,2022,4,Detached houses,114.3
Stavanger,2022K4,2022,4,Row houses,112.7
Stavanger,2022K4,2022,4,Multi-dwelling,114.0
Stavanger,2023K1,2023,1,Total,114.9
Stavanger,2023K1,2023,1,Detached houses,112.1
Stavanger,2023K1,2023,1,Row houses,117.2
Stavanger,2023K1,2023,1,Multi-dwelling,118.9
Stavanger,2023K2,2023,2,Total,121.9
Stavanger,2023K2,2023,2,Detached houses,123.3
Stavanger,2023K2,2023,2,Row houses,118.9
Stavanger,2023K2,2023,2,Multi-dwelling,122.7
Stavanger,2023K3,2023,3,Total,119.8
Stavanger,2023K3,2023,3,Detached houses,118.7
Stavanger,2023K3,2023,3,Row houses,121.7
Stavanger,2023K3,2023,3,Multi-dwelling,120.1
Stavanger,2023K4,2023,4,Total,116.0
Stavanger,2023K4,2023,4,Detached houses,113.9
Stavanger,2023K4,2023,4,Row houses,117.5
Stavanger,2023K4,2023,4,Multi-dwelling,119.3
Stavanger,2024K1,2024,1,Total,121.1
Stavanger,2024K1,2024,1,Detached houses,119.2
Stavanger,2024K1,2024,1,Row houses,119.2
Stavanger,2024K1,2024,1,Multi-dwelling,128.6
Stavanger,2024K2,2024,2,Total,126.3
Stavanger,2024K2,2024,2,Detached houses,123.2
Stavanger,2024K2,2024,2,Row houses,128.5
Stavanger,2024K2,2024,2,Multi-dwelling,130.6
Stavanger,2024K3,2024,3,Total,127.1
Stavanger,2024K3,2024,3,Detached houses,123.8
Stavanger,2024K3,2024,3,Row houses,128.6
Stavanger,2024K3,2024,3,Multi-dwelling,132.9
Stavanger,2024K4,2024,4,Total,124.6
Stavanger,2024K4,2024,4,Detached houses,117.8
Stavanger,2024K4,2024,4,Row houses,130.2
Stavanger,2024K4,2024,4,Multi-dwelling,133.0
Stavanger,2025K1,2025,1,Total,138.8
Stavanger,2025K1,2025,1,Detached houses,135.0
